anomaly_0,anomaly_1,indirect_0,indirect_1
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
0.3352378010749817,0.46146219968795776,0.0873812884092331,0.11591868847608566
